HospitalReport,dos,low,2.06174451442181,Late,0.7,0.6,0.8,0.0,14.0,5.0,1.2487999999999997,240.0,41.31151121890778,100.0,5.075799999999999
BankReimbursment,dos,low,2.9962231530047267,ReExecute,0.8,0.9,0.7,1.0153593391027242,36.0,25.0,1.056,240.0,41.31151121890778,100.0,5.075799999999999
PoliceReport,r2l,low,2.506830616136139,ReExecute,0.8,0.9,0.7,1.696718739869155,33.0,10.0,1.5222,240.0,41.31151121890778,100.0,5.075799999999999
HospitalReport,dos,low,2.06174451442181,Late,0.7,0.6,0.8,0.0,14.0,5.0,1.2487999999999997,240.0,41.31151121890778,100.0,5.075799999999999
PoliceReport,probe,low,3.2411665370043417,Skip,0.5,0.4,0.6,-0.9298799999999999,0.0,0.0,1.3284,213.0,34.589856358881846,80.0,1.3284
CustomerFeedbackCollection,r2l,low,4.003165252611885,ReExecute,0.8,0.9,0.7,2.810462163277558,42.0,5.0,2.2894,267.0,32.517375928034454,80.0,2.2894
BankReimbursment,r2l,medium,13.952123420709423,ReExecute,0.8,0.9,0.7,-0.7,36.0,25.0,1.294,275.0,42.91722305292905,135.0,3.854
ObtainClaimService,dos,high,524.394934646154,Redundancy,0.9,0.8,0.7,-0.7,28.0,20.0,1.252,275.0,42.91722305292905,135.0,3.854
SelectBestExpert,dos,medium,32.430578133333334,ReExecute,0.8,0.9,0.7,-0.7,36.0,30.0,1.3079999999999998,275.0,42.91722305292905,135.0,3.854
SelectBestExpert,dos,low,2.855222805362802,ReExecute,0.8,0.9,0.7,0.2924199575002474,36.0,30.0,1.3079999999999998,402.0,67.63532389843338,185.0,6.7852
ObtainClaimService,dos,medium,10.805108973846743,ReExecute,0.8,0.9,0.7,2.3005348767114016,37.0,10.0,1.252,402.0,67.63532389843338,185.0,6.7852
HospitalReport,dos,low,2.908587649255029,ReExecute,0.8,0.9,0.7,-0.6,35.0,15.0,1.4032,402.0,67.63532389843338,185.0,6.7852
SelectBestExpert,dos,low,2.855222805362802,ReExecute,0.8,0.9,0.7,-0.4202813818303234,28.0,30.0,1.3079999999999998,402.0,67.63532389843338,185.0,6.7852
BankReimbursment,probe,medium,22.30707672131147,ReConfiguration,0.6,0.7,0.5,-0.10556908006564325,33.0,30.0,1.5139999999999998,402.0,67.63532389843338,185.0,6.7852
SelectBestExpert,dos,high,141.14598132980137,Redundancy,0.9,0.8,0.7,-0.6269704539581359,26.0,60.0,1.2799999999999998,226.0,56.21670357451112,145.0,2.852
ObtainClaimService,dos,low,3.9867219880508187,ReExecute,0.8,0.9,0.7,-0.6,22.0,10.0,1.252,226.0,56.21670357451112,145.0,2.852
SelectBestExpert,dos,high,115.3569088,Insert,0.2,0.2,0.2,0.1,13.0,15.0,0.31999999999999995,226.0,56.21670357451112,145.0,2.852
HospitalReport,dos,high,112.44987266210875,ReConfiguration,0.6,0.7,0.5,-0.46179587688734025,38.0,20.0,1.0495999999999999,289.0,35.453933186833446,135.0,1.0495999999999999
PoliceReport,dos,medium,27.825426653070608,ReExecute,0.8,0.9,0.7,-0.7,39.0,10.0,1.4032,357.0,65.1644030380573,165.0,2.7742
ObtainClaimService,r2l,low,4.237363951562321,ReExecute,0.8,0.9,0.7,0.9212959006135767,22.0,10.0,1.371,357.0,65.1644030380573,165.0,2.7742
SelectBestExpert,dos,low,3.1519187345088167,ReExecute,0.8,0.9,0.7,0.010600182357507593,36.0,30.0,1.3079999999999998,272.0,35.47028607268111,135.0,1.3079999999999998
SelectBestExpert,dos,high,5222.401309202651,ReConfiguration,0.6,0.7,0.5,-0.41772379667116516,37.0,35.0,0.988,179.0,26.846467214715965,90.0,0.988
ObtainClaimService,dos,low,3.9867219880508187,Late,0.7,0.6,0.8,0.0,10.0,5.0,1.1479999999999997,200.0,35.187841749050435,110.0,2.4559999999999995
SelectBestExpert,dos,high,141.14598132980137,ReExecute,0.8,0.9,0.7,-0.6272118546916188,30.0,30.0,1.3079999999999998,200.0,35.187841749050435,110.0,2.4559999999999995
PoliceReport,probe,low,2.0218913400090446,Skip,0.5,0.4,0.6,-0.9298799999999999,0.0,0.0,1.3284,223.0,27.885389725994855,125.0,2.9194
SelectBestExpert,probe,medium,13.812399489024825,ReConfiguration,0.6,0.7,0.5,-0.670132550536853,36.0,35.0,1.591,223.0,27.885389725994855,125.0,2.9194
SelectBestExpert,dos,high,115.3569088,Redundancy,0.9,0.8,0.7,-0.6223152786850511,30.0,60.0,1.2799999999999998,161.0,25.788718503045423,80.0,1.2799999999999998
HospitalReport,dos,low,2.8878830104361626,ReExecute,0.8,0.9,0.7,-0.7,28.0,15.0,1.4032,228.0,35.23968908493986,125.0,1.4032
PoliceReport,dos,low,3.00815423276439,ReExecute,0.8,0.9,0.7,-0.7,39.0,10.0,1.4032,271.0,42.563919056126956,140.0,1.4032
ObtainClaimService,dos,low,3.9867219880508187,ReExecute,0.8,0.9,0.7,-0.6,22.0,10.0,1.252,288.0,51.53773542843745,170.0,5.4574
HospitalReport,r2l,low,2.0571494400000003,ReExecute,0.8,0.9,0.7,0.585912211312889,28.0,15.0,1.5222,288.0,51.53773542843745,170.0,5.4574
SelectBestExpert,dos,high,141.14598132980137,Redundancy,0.9,0.8,0.7,-0.6227151348091997,27.0,60.0,1.2799999999999998,288.0,51.53773542843745,170.0,5.4574
HospitalReport,dos,low,2.8878830104361626,ReExecute,0.8,0.9,0.7,-0.7,28.0,15.0,1.4032,288.0,51.53773542843745,170.0,5.4574
PoliceReport,probe,low,4.178649693057246,Skip,0.5,0.4,0.6,-0.9298799999999999,0.0,0.0,1.3284,207.0,29.54962685187131,110.0,1.3284
PoliceReport,probe,low,3.672414882873571,Skip,0.5,0.4,0.6,-0.9298799999999999,0.0,0.0,1.3284,213.0,35.63527145441888,130.0,3.6448
PoliceReport,probe,low,2.0211448917571135,Skip,0.5,0.4,0.6,-0.9298799999999999,0.0,0.0,1.3284,213.0,35.63527145441888,130.0,3.6448
SelectBestExpert,dos,high,116.62099317682622,ReConfiguration,0.6,0.7,0.5,-0.41772379667116516,36.0,35.0,0.988,213.0,35.63527145441888,130.0,3.6448
PoliceReport,probe,low,2.0218913400090446,Skip,0.5,0.4,0.6,-0.9298799999999999,0.0,0.0,1.3284,222.0,29.86992788379279,125.0,1.3284
SelectBestExpert,r2l,low,5.011495162913907,ReExecute,0.8,0.9,0.7,-0.5816156550779579,30.0,30.0,1.5459999999999998,323.0,56.891868370075194,180.0,4.193
SelectBestExpert,probe,high,126.95175615894038,ReConfiguration,0.6,0.7,0.5,-0.5928690492384379,37.0,35.0,1.591,323.0,56.891868370075194,180.0,4.193
BankReimbursment,dos,low,2.074531361632247,ReExecute,0.8,0.9,0.7,-0.8112267233914064,21.0,25.0,1.056,323.0,56.891868370075194,180.0,4.193
BankReimbursment,dos,low,2.9962231530047267,ReExecute,0.8,0.9,0.7,0.9991948365959414,38.0,25.0,1.056,187.0,23.037876186615108,90.0,2.3844000000000003
PoliceReport,probe,low,5.798942431181486,Skip,0.5,0.4,0.6,-0.9298799999999999,0.0,0.0,1.3284,187.0,23.037876186615108,90.0,2.3844000000000003
SelectBestExpert,probe,high,126.95175615894038,ReConfiguration,0.6,0.7,0.5,-0.5928690492384379,37.0,35.0,1.591,262.0,35.182125915494744,160.0,1.591
ObtainClaimService,r2l,low,3.7262747554198468,ReExecute,0.8,0.9,0.7,0.6533816590028677,20.0,10.0,1.371,148.0,21.181246087153873,80.0,2.6994
PoliceReport,probe,low,4.041601847704045,Skip,0.5,0.4,0.6,-0.9298799999999999,0.0,0.0,1.3284,148.0,21.181246087153873,80.0,2.6994
ObtainClaimService,u2r,low,2.1531112,ReExecute,0.8,0.9,0.7,0.7070959006135766,22.0,10.0,1.677,217.0,34.35149117086816,115.0,1.677
PoliceReport,probe,high,145.02230914285713,ReConfiguration,0.6,0.7,0.5,-0.6,38.0,15.0,1.5602,242.0,33.77133239103964,95.0,2.8886000000000003
PoliceReport,probe,low,2.358002373716632,Skip,0.5,0.4,0.6,-0.9298799999999999,0.0,0.0,1.3284,242.0,33.77133239103964,95.0,2.8886000000000003
ObtainClaimService,r2l,low,2.1186819757811604,ReExecute,0.8,0.9,0.7,0.6533816590028677,20.0,10.0,1.371,206.0,34.7682271925439,60.0,1.371
PoliceReport,dos,medium,27.17722868306943,Insert,0.2,0.2,0.2,0.2,60.0,10.0,0.3536,279.0,46.619404197907116,135.0,1.8996
SelectBestExpert,r2l,low,5.011495162913907,ReExecute,0.8,0.9,0.7,-0.8631110944899252,26.0,30.0,1.5459999999999998,279.0,46.619404197907116,135.0,1.8996
HospitalReport,r2l,low,2.36191232,ReExecute,0.8,0.9,0.7,0.7247397845051138,28.0,15.0,1.5222,227.0,34.12254507404211,105.0,1.5222
ObtainClaimService,probe,medium,12.477664810126582,ReConfiguration,0.6,0.7,0.5,1.3211959006135767,32.0,15.0,1.5139999999999998,260.0,44.531392387800224,115.0,2.7627999999999995
HospitalReport,dos,low,3.039185747624561,Late,0.7,0.6,0.8,0.0,14.0,5.0,1.2487999999999997,260.0,44.531392387800224,115.0,2.7627999999999995
PoliceReport,u2r,low,2.07298984,Insert,0.2,0.2,0.2,0.2,78.0,10.0,0.43520000000000003,377.0,73.23476100088295,160.0,0.43520000000000003
PoliceReport,dos,high,603.6426677028571,ReExecute,0.8,0.9,0.7,-0.6738012849905659,39.0,10.0,1.4032,237.0,35.247540980531355,100.0,2.9254
HospitalReport,r2l,low,3.729122504971054,ReExecute,0.8,0.9,0.7,0.585912211312889,28.0,15.0,1.5222,237.0,35.247540980531355,100.0,2.9254
BankReimbursment,r2l,low,2.546976,ReExecute,0.8,0.9,0.7,-0.1790522461105113,28.0,25.0,1.294,224.0,40.758748566108174,130.0,2.4419999999999997
ObtainClaimService,dos,low,3.9867219880508187,Late,0.7,0.6,0.8,0.0,10.0,5.0,1.1479999999999997,224.0,40.758748566108174,130.0,2.4419999999999997
HospitalReport,dos,low,2.8878830104361626,Late,0.7,0.6,0.8,0.1,18.5,5.0,1.2487999999999997,270.5,54.491217841341275,140.0,1.2487999999999997
PoliceReport,dos,low,5.435445736613885,ReExecute,0.8,0.9,0.7,-0.7,38.0,10.0,1.4032,237.5,33.37599981772166,95.0,3.0991999999999997
SelectBestExpert,r2l,medium,85.19541776953643,Insert,0.2,0.2,0.2,0.1,13.5,15.0,0.388,237.5,33.37599981772166,95.0,3.0991999999999997
SelectBestExpert,dos,low,3.1519187345088167,ReExecute,0.8,0.9,0.7,0.010600182357507593,36.0,30.0,1.3079999999999998,237.5,33.37599981772166,95.0,3.0991999999999997
PoliceReport,dos,high,603.6426677028571,Insert,0.2,0.2,0.2,0.2,56.0,10.0,0.3536,294.0,50.38759798298852,135.0,1.6476000000000002
BankReimbursment,r2l,low,2.12248,ReExecute,0.8,0.9,0.7,0.5241288815005112,34.0,25.0,1.294,294.0,50.38759798298852,135.0,1.6476000000000002
ObtainClaimService,dos,high,531.3239356759494,ReExecute,0.8,0.9,0.7,-0.7,20.0,10.0,1.252,212.0,27.232964998256275,70.0,1.252
SelectBestExpert,r2l,low,5.287244799999999,ReExecute,0.8,0.9,0.7,-1.1386325505368529,26.0,30.0,1.5459999999999998,265.0,44.52567861522436,135.0,1.5459999999999998
PoliceReport,probe,high,186.45725461224492,Skip,0.5,0.4,0.6,0.0,0.0,0.0,1.3284,228.5,41.17629924265292,105.0,1.7164000000000001
SelectBestExpert,r2l,medium,60.137941954966884,Insert,0.2,0.2,0.2,0.1,13.5,15.0,0.388,228.5,41.17629924265292,105.0,1.7164000000000001
SelectBestExpert,r2l,low,5.011495162913907,ReExecute,0.8,0.9,0.7,-0.5816156550779579,30.0,30.0,1.5459999999999998,200.0,32.29794784085794,100.0,1.5459999999999998
PoliceReport,probe,high,338.38538800000003,ReConfiguration,0.6,0.7,0.5,-0.6,38.0,15.0,1.5602,246.0,35.210711546804184,120.0,3.1512000000000002
SelectBestExpert,probe,medium,13.25432274199352,ReConfiguration,0.6,0.7,0.5,-0.670132550536853,36.0,35.0,1.591,246.0,35.210711546804184,120.0,3.1512000000000002
BankReimbursment,dos,low,2.9962231530047267,ReExecute,0.8,0.9,0.7,-0.8112267233914064,21.0,25.0,1.056,195.0,30.568370558130283,70.0,1.056
PoliceReport,dos,low,5.435445736613885,ReExecute,0.8,0.9,0.7,-0.6,39.0,10.0,1.4032,174.0,23.947639002359292,70.0,1.4032
ObtainClaimService,dos,medium,14.360106369620254,ReExecute,0.8,0.9,0.7,0.7366816590028676,20.0,10.0,1.252,275.0,49.24354666558542,145.0,3.9492
HospitalReport,dos,low,3.039185747624561,ReExecute,0.8,0.9,0.7,-0.6,28.0,15.0,1.4032,275.0,49.24354666558542,145.0,3.9492
BankReimbursment,r2l,low,5.286069540420114,ReExecute,0.8,0.9,0.7,-0.9778267233914064,21.0,25.0,1.294,275.0,49.24354666558542,145.0,3.9492
ObtainClaimService,r2l,low,3.001466132356644,ReExecute,0.8,0.9,0.7,0.6533816590028677,20.0,10.0,1.371,269.0,37.74571380732253,145.0,2.9619999999999997
SelectBestExpert,probe,medium,24.18128688741722,ReConfiguration,0.6,0.7,0.5,-0.5928690492384379,37.0,35.0,1.591,269.0,37.74571380732253,145.0,2.9619999999999997
PoliceReport,probe,low,4.041601847704045,Skip,0.5,0.4,0.6,-0.9298799999999999,0.0,0.0,1.3284,228.0,33.54838825521191,130.0,2.7148000000000003
HospitalReport,dos,high,112.44987266210875,Redundancy,0.9,0.8,0.7,-0.688795731707317,28.0,30.0,1.3864,228.0,33.54838825521191,130.0,2.7148000000000003
HospitalReport,dos,low,5.329082072985386,ReExecute,0.8,0.9,0.7,-0.7,28.0,15.0,1.4032,266.0,46.44504917283493,125.0,1.4032
BankReimbursment,dos,medium,76.75766038039315,Insert,0.2,0.2,0.2,0.1,19.0,5.0,0.264,298.0,48.76008927168175,130.0,3.3084
PoliceReport,r2l,low,2.9105953376658427,ReExecute,0.8,0.9,0.7,1.1884505708634294,28.0,10.0,1.5222,298.0,48.76008927168175,130.0,3.3084
HospitalReport,r2l,low,6.580804420537154,ReExecute,0.8,0.9,0.7,1.810945328181885,37.0,15.0,1.5222,298.0,48.76008927168175,130.0,3.3084
ObtainClaimService,dos,medium,14.360106369620254,ReExecute,0.8,0.9,0.7,1.0045959006135767,22.0,10.0,1.252,286.0,44.69118596888384,165.0,2.8520000000000003
BankReimbursment,u2r,low,2.196912,ReExecute,0.8,0.9,0.7,-0.7,21.0,25.0,1.6,286.0,44.69118596888384,165.0,2.8520000000000003
PoliceReport,dos,medium,21.74178294645554,Insert,0.2,0.2,0.2,0.2,60.0,10.0,0.3536,292.0,55.37793686477819,110.0,1.6736000000000002
BankReimbursment,dos,low,6.819900093023257,ReExecute,0.8,0.9,0.7,0.065377995975901,30.0,25.0,1.056,292.0,55.37793686477819,110.0,1.6736000000000002
BankReimbursment,dos,medium,10.180079435773393,Insert,0.2,0.2,0.2,0.1,15.0,5.0,0.264,292.0,55.37793686477819,110.0,1.6736000000000002
PoliceReport,probe,low,8.442577951278928,Skip,0.5,0.4,0.6,-0.9298799999999999,0.0,0.0,1.3284,235.0,33.572582688836384,110.0,2.6364
SelectBestExpert,dos,low,3.1519187345088167,ReExecute,0.8,0.9,0.7,0.010600182357507593,36.0,30.0,1.3079999999999998,235.0,33.572582688836384,110.0,2.6364
ObtainClaimService,dos,low,3.9867219880508187,Late,0.7,0.6,0.8,0.0,10.0,5.0,1.1479999999999997,271.0,54.07910940019133,120.0,5.3254
HospitalReport,dos,medium,29.54134200888889,ReExecute,0.8,0.9,0.7,-0.6,28.0,15.0,1.4032,271.0,54.07910940019133,120.0,5.3254
ObtainClaimService,dos,high,147.50871355788027,ReConfiguration,0.6,0.7,0.5,0.05,30.0,15.0,0.9319999999999998,271.0,54.07910940019133,120.0,5.3254
HospitalReport,r2l,low,2.0571494400000003,ReExecute,0.8,0.9,0.7,0.8867914779361166,28.0,15.0,1.5222,271.0,54.07910940019133,120.0,5.3254
SelectBestExpert,dos,medium,16.75484002632281,Insert,0.2,0.2,0.2,0.1,15.0,15.0,0.31999999999999995,271.0,54.07910940019133,120.0,5.3254
PoliceReport,u2r,low,2.0061191999999997,Insert,0.2,0.2,0.2,0.2,52.0,10.0,0.43520000000000003,270.5,50.48866866165545,95.0,5.218
SelectBestExpert,dos,high,4268.2056256000005,ReConfiguration,0.6,0.7,0.5,-0.41772379667116516,36.0,35.0,0.988,270.5,50.48866866165545,95.0,5.218
BankReimbursment,r2l,low,2.4620767999999997,ReExecute,0.8,0.9,0.7,-0.826482759697879,22.0,25.0,1.294,270.5,50.48866866165545,95.0,5.218
ObtainClaimService,dos,medium,68.63880931664123,ReExecute,0.8,0.9,0.7,1.2456593242405094,25.0,10.0,1.252,270.5,50.48866866165545,95.0,5.218
HospitalReport,dos,low,2.8878830104361626,Late,0.7,0.6,0.8,0.0,18.5,5.0,1.2487999999999997,270.5,50.48866866165545,95.0,5.218
ObtainClaimService,dos,medium,14.360106369620254,ReExecute,0.8,0.9,0.7,1.2456593242405094,25.0,10.0,1.252,313.0,58.958719021467346,155.0,1.252
SelectBestExpert,dos,high,141.14598132980137,ReConfiguration,0.6,0.7,0.5,-0.41772379667116516,37.0,35.0,0.988,348.0,55.40774081365056,160.0,2.296
SelectBestExpert,dos,medium,16.75484002632281,ReExecute,0.8,0.9,0.7,-0.7,26.0,30.0,1.3079999999999998,348.0,55.40774081365056,160.0,2.296
PoliceReport,probe,medium,27.623296979591835,Skip,0.5,0.4,0.6,0.0,0.0,0.0,1.3284,247.0,37.998700443180006,140.0,3.6178
CustomerFeedbackCollection,r2l,low,3.3359710438432377,ReExecute,0.8,0.9,0.7,1.8378482839852046,34.0,5.0,2.2894,247.0,37.998700443180006,140.0,3.6178
SelectBestExpert,dos,high,4268.2056256000005,ReExecute,0.8,0.9,0.7,-0.6333333333333333,36.0,30.0,1.3079999999999998,259.0,35.27223826549203,155.0,2.6159999999999997
SelectBestExpert,dos,medium,29.07574377158217,ReExecute,0.8,0.9,0.7,-0.7,27.0,30.0,1.3079999999999998,259.0,35.27223826549203,155.0,2.6159999999999997
SelectBestExpert,r2l,high,130.2988742357616,ReConfiguration,0.6,0.7,0.5,-0.4654576856649395,37.0,35.0,1.158,265.0,33.47364588411722,140.0,1.158
SelectBestExpert,dos,medium,16.75484002632281,ReExecute,0.8,0.9,0.7,-0.7,27.0,30.0,1.3079999999999998,190.0,25.11707563438568,80.0,1.3079999999999998
SelectBestExpert,dos,medium,29.07574377158217,Insert,0.2,0.2,0.2,0.1,18.0,15.0,0.31999999999999995,244.0,44.82177236430284,145.0,0.31999999999999995
ObtainClaimService,r2l,low,3.0275982387786256,ReExecute,0.8,0.9,0.7,1.1623593242405095,25.0,10.0,1.371,274.0,38.04103496026112,140.0,3.9428
PoliceReport,dos,high,160.5024811083691,ReConfiguration,0.6,0.7,0.5,-0.5250463944856839,48.0,15.0,1.0495999999999999,274.0,38.04103496026112,140.0,3.9428
PoliceReport,r2l,low,2.5871958557029706,ReExecute,0.8,0.9,0.7,1.2182317324076548,26.0,10.0,1.5222,274.0,38.04103496026112,140.0,3.9428
ObtainClaimService,r2l,low,6.986765166412212,ReExecute,0.8,0.9,0.7,0.6533816590028677,20.0,10.0,1.371,233.0,33.10311900881155,105.0,2.742
ObtainClaimService,r2l,low,2.483088,ReExecute,0.8,0.9,0.7,1.1623593242405095,25.0,10.0,1.371,233.0,33.10311900881155,105.0,2.742
ObtainClaimService,dos,low,3.9867219880508187,ReExecute,0.8,0.9,0.7,-0.7,20.0,10.0,1.252,290.0,53.70944542511095,160.0,2.5460000000000003
BankReimbursment,r2l,low,2.0375808,ReExecute,0.8,0.9,0.7,-0.9778267233914064,21.0,25.0,1.294,290.0,53.70944542511095,160.0,2.5460000000000003
SelectBestExpert,dos,high,115.3569088,Redundancy,0.9,0.8,0.7,-0.6236402041894032,26.0,60.0,1.2799999999999998,236.0,47.79525301221782,160.0,1.2799999999999998
PoliceReport,dos,low,5.435445736613885,ReExecute,0.8,0.9,0.7,-0.7,30.0,10.0,1.4032,226.0,36.134493512010465,110.0,2.9492
SelectBestExpert,r2l,low,5.011495162913907,ReExecute,0.8,0.9,0.7,-0.5816156550779579,30.0,30.0,1.5459999999999998,226.0,36.134493512010465,110.0,2.9492
ObtainClaimService,dos,high,147.50871355788027,ReExecute,0.8,0.9,0.7,-0.6900272172637869,22.0,10.0,1.252,209.0,33.047888730822805,100.0,1.252
ObtainClaimService,r2l,low,6.288088649770992,ReExecute,0.8,0.9,0.7,0.9212959006135767,22.0,10.0,1.371,252.0,47.2022554135046,140.0,5.4574
PoliceReport,dos,medium,43.885773663971854,ReExecute,0.8,0.9,0.7,-0.7,26.0,10.0,1.4032,252.0,47.2022554135046,140.0,5.4574
HospitalReport,dos,low,3.039185747624561,ReExecute,0.8,0.9,0.7,-0.7,28.0,15.0,1.4032,252.0,47.2022554135046,140.0,5.4574
SelectBestExpert,dos,high,619.929080973944,Redundancy,0.9,0.8,0.7,-0.636161943319838,26.0,60.0,1.2799999999999998,252.0,47.2022554135046,140.0,5.4574
HospitalReport,dos,medium,49.294009175114816,Insert,0.2,0.2,0.2,0.2,56.0,15.0,0.3536,270.0,42.4234101196174,110.0,1.5015999999999998
ObtainClaimService,dos,low,3.9867219880508187,Late,0.7,0.6,0.8,0.0,10.0,5.0,1.1479999999999997,270.0,42.4234101196174,110.0,1.5015999999999998
HospitalReport,dos,medium,29.54134200888889,Insert,0.2,0.2,0.2,0.1,56.0,15.0,0.3536,296.0,34.455437435819626,125.0,0.3536
BankReimbursment,probe,medium,14.954383908338636,ReConfiguration,0.6,0.7,0.5,0.2447779959759011,40.0,30.0,1.5139999999999998,253.0,41.41028843373479,115.0,1.5139999999999998
HospitalReport,dos,low,3.039185747624561,Late,0.7,0.6,0.8,0.0,14.0,5.0,1.2487999999999997,253.0,38.0380303291587,105.0,2.8397999999999994
SelectBestExpert,probe,medium,11.233044268563804,ReConfiguration,0.6,0.7,0.5,-0.11311565507795796,40.0,35.0,1.591,253.0,38.0380303291587,105.0,2.8397999999999994
ObtainClaimService,dos,low,3.9867219880508187,ReExecute,0.8,0.9,0.7,-0.6,22.0,10.0,1.252,153.0,20.249000632125956,50.0,2.308
BankReimbursment,dos,low,2.706159352808989,ReExecute,0.8,0.9,0.7,0.065377995975901,30.0,25.0,1.056,153.0,20.249000632125956,50.0,2.308
SelectBestExpert,u2r,low,2.083656,ReExecute,0.8,0.9,0.7,-0.7,36.0,30.0,1.6989999999999998,245.0,33.358255486933714,100.0,1.6989999999999998
ObtainClaimService,u2r,low,2.083656,ReExecute,0.8,0.9,0.7,0.43918165900286765,20.0,10.0,1.677,187.0,30.461278238240332,95.0,4.3338
PoliceReport,probe,low,2.0218913400090446,Skip,0.5,0.4,0.6,-0.9298799999999999,0.0,0.0,1.3284,187.0,30.461278238240332,95.0,4.3338
PoliceReport,probe,low,4.178649693057246,Skip,0.5,0.4,0.6,-0.9298799999999999,0.0,0.0,1.3284,187.0,30.461278238240332,95.0,4.3338
PoliceReport,dos,low,4.337904894820786,ReExecute,0.8,0.9,0.7,-0.7,38.0,10.0,1.4032,253.0,40.59348832984904,125.0,4.3226
PoliceReport,probe,low,3.464230155174895,Skip,0.5,0.4,0.6,-0.9298799999999999,0.0,0.0,1.3284,253.0,40.59348832984904,125.0,4.3226
SelectBestExpert,probe,high,126.95175615894038,ReConfiguration,0.6,0.7,0.5,-0.5928690492384379,37.0,35.0,1.591,253.0,40.59348832984904,125.0,4.3226
PoliceReport,probe,low,4.041601847704045,Skip,0.5,0.4,0.6,-0.9298799999999999,0.0,0.0,1.3284,291.0,46.610178251414126,150.0,2.738
HospitalReport,dos,medium,49.294009175114816,Insert,0.2,0.2,0.2,0.2,56.0,15.0,0.3536,291.0,46.610178251414126,150.0,2.738
BankReimbursment,dos,medium,10.180079435773393,ReExecute,0.8,0.9,0.7,-0.7,28.0,25.0,1.056,291.0,46.610178251414126,150.0,2.738
PoliceReport,probe,high,338.38538800000003,ReConfiguration,0.6,0.7,0.5,-0.6,38.0,15.0,1.5602,263.0,33.26558694318842,90.0,4.1202
SelectBestExpert,dos,high,115.3569088,ReExecute,0.8,0.9,0.7,-0.6768115942028985,26.0,30.0,1.3079999999999998,263.0,33.26558694318842,90.0,4.1202
ObtainClaimService,dos,medium,57.44042547848102,ReExecute,0.8,0.9,0.7,1.2456593242405094,25.0,10.0,1.252,263.0,33.26558694318842,90.0,4.1202
